tytuł ogłoszenia,link,lokalizacja,powierzchnia,cena,cena za metr,czynsz,liczba pokoi,rodzaj budynku,rynek
2 duże pokoje Chojny-Zatorze,https://www.otodom.pl/pl/oferta/2-duze-pokoje-chojny-zatorze-ID4wfq3,"Chojny, Górna, Łódź, łódzkie",50.14,379000.0,9154.0,670.0,2.0,,wtórny
Nowe 2 pokoje + 9300M2+ Obok Politechniki+ Parking,https://www.otodom.pl/pl/oferta/nowe-2-pokoje-9300m2-obok-politechniki-parking-ID4wq36,"Chojny, Górna, Łódź, łódzkie",45.0,379000.0,9267.0,,2.0,,pierwotny
⭐Gotowe 4 pokoje + GARAŻ + Dni Otwarte ZOBACZ ⭐,https://www.otodom.pl/pl/oferta/gotowe-4-pokoje-garaz-dni-otwarte-zobacz-ID4wq2r,"Chojny, Górna, Łódź, łódzkie",80.0,379000.0,8271.0,,4.0,,pierwotny
Nowoczesne mieszkanie w nowym centrum Łodzi !,https://www.otodom.pl/hpr/pl/oferta/nowoczesne-mieszkanie-w-nowym-centrum-lodzi-ID4wqaw,"Chojny, Górna, Łódź, łódzkie",35.61,379000.0,11963.0,,2.0,,pierwotny
"Stylowy apartament, kameralne osiedle, 3 pokoje",https://www.otodom.pl/pl/oferta/stylowy-apartament-kameralne-osiedle-3-pokoje-ID4wfcb,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",83.0,799000.0,9627.0,,3.0,,wtórny
Sprzedam 2 pok. mieszkanie z balkonem w bloku.,https://www.otodom.pl/pl/oferta/sprzedam-2-pok-mieszkanie-z-balkonem-w-bloku-ID4wjIU,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",43.54,799000.0,7120.0,600.0,2.0,,wtórny
2-pokojewe po generalnym remoncie na Widzewie,https://www.otodom.pl/pl/oferta/2-pokojewe-po-generalnym-remoncie-na-widzewie-ID4uoVH,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",27.09,799000.0,10993.0,,2.0,,wtórny
"Do zamieszkania M-3, Karolew, Retkinia, Polesie,",https://www.otodom.pl/pl/oferta/do-zamieszkania-m-3-karolew-retkinia-polesie-ID4wq1Q,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",43.19,799000.0,9887.0,700.0,2.0,,wtórny
2-Pokoje przy parku na Zdrowiu!,https://www.otodom.pl/pl/oferta/2-pokoje-przy-parku-na-zdrowiu-ID4wq0T,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",36.25,799000.0,8552.0,530.0,2.0,,wtórny
"Mieszkanie Łódź, Retkinia. Po remoncie.",https://www.otodom.pl/pl/oferta/mieszkanie-lodz-retkinia-po-remoncie-ID4uUxV,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",42.42,799000.0,9877.0,,2.0,,wtórny
"Apartament 94,10m2 z ogródkiem + poddasze 20m2",https://www.otodom.pl/pl/oferta/apartament-94-10m2-z-ogrodkiem-poddasze-20m2-ID4pI9A,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",94.1,799000.0,7535.0,,4.0,,pierwotny
Klimatyczne Z Oknami Na 3 Strony Świata :),https://www.otodom.pl/pl/oferta/klimatyczne-z-oknami-na-3-strony-swiata-ID4wpZA,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",66.36,799000.0,7148.0,526.0,3.0,,wtórny
Przestronne M3 Z Balkonem Na Radogoszczu,https://www.otodom.pl/pl/oferta/przestronne-m3-z-balkonem-na-radogoszczu-ID4w9fx,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",52.9,799000.0,8866.0,500.0,2.0,,wtórny
Mieszkanie Dwupokojowe/ Retkinia,https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-retkinia-ID4wava,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",42.42,799000.0,9665.0,500.0,2.0,,wtórny
Przestronne Mieszkanie Dwupokojowe / Kurak,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-dwupokojowe-kurak-ID4w7zj,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",50.0,799000.0,7700.0,500.0,2.0,,wtórny
2-pokojowe mieszkanie na Marysinie,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-marysinie-ID4wpZb,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",44.0,799000.0,8977.0,450.0,2.0,,wtórny
DWUPAK kawalerek 49m2 Duży potencjał INWESTYCYJNY,https://www.otodom.pl/pl/oferta/dwupak-kawalerek-49m2-duzy-potencjal-inwestycyjny-ID4w53v,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",49.0,799000.0,4653.0,,2.0,,wtórny
Nowe Mieszkanie Z Widokiem Na Park!!!,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-z-widokiem-na-park-ID4s2sk,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",38.0,799000.0,8026.0,480.0,2.0,,wtórny
"ŁÓDZKI MANHETEN ❗️ Manufaktura 1,5km ❗️ Do 31.03!",https://www.otodom.pl/pl/oferta/lodzki-manheten-manufaktura-1-5km-do-31-03-ID4wiAJ,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",79.86,799000.0,8552.0,,5.0,,pierwotny
"MANUFAKTURA 1,1km | 2 balkony | Uniwers.medyczny!",https://www.otodom.pl/pl/oferta/manufaktura-1-1km-2-balkony-uniwers-medyczny-ID4wiBa,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",79.09,799000.0,8947.0,,5.0,,pierwotny
Mieszkanie w pięknej kamienicy pod Sowami,https://www.otodom.pl/pl/oferta/mieszkanie-w-pieknej-kamienicy-pod-sowami-ID4wpXy,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",94.65,799000.0,5969.0,545.0,3.0,,wtórny
Srebrzyńska Park IV | mieszkanie 3-pok. | M35,https://www.otodom.pl/pl/oferta/srebrzynska-park-iv-mieszkanie-3-pok-m35-ID4uSgU,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",,799000.0,,,,,
Osiedle Łososiowa | mieszkanie 2-pok. | 2,https://www.otodom.pl/pl/oferta/osiedle-lososiowa-mieszkanie-2-pok-2-ID4lMED,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",65.52,799000.0,9100.0,,2.0,,pierwotny
Mieszkanie Łódź osiedle Władysława Jagiełły,https://www.otodom.pl/pl/oferta/mieszkanie-lodz-osiedle-wladyslawa-jagielly-ID4tJsA,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",32.4,799000.0,10556.0,500.0,1.0,,wtórny
Nowe 3 pokoje przy manufakturze! Garaż w cenie!,https://www.otodom.pl/pl/oferta/nowe-3-pokoje-przy-manufakturze-garaz-w-cenie-ID4uEih,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",53.07,799000.0,9610.0,10.0,3.0,,wtórny
"4 Pokoje, po remoncie, ul. Wodna",https://www.otodom.pl/pl/oferta/4-pokoje-po-remoncie-ul-wodna-ID4wpWs,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",64.2,799000.0,9969.0,650.0,4.0,,wtórny
"2 pokoje, osiedle Majowe, ul. Przybyszewskiego 209",https://www.otodom.pl/pl/oferta/2-pokoje-osiedle-majowe-ul-przybyszewskiego-209-ID4wpWw,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",51.59,799000.0,11184.0,600.0,2.0,,wtórny
Wyremontowane M3 Koło Politechniki,https://www.otodom.pl/pl/oferta/wyremontowane-m3-kolo-politechniki-ID4uPpG,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",45.05,799000.0,8857.0,490.0,2.0,,wtórny
M4 Na Widzewie Z Pięknym Widokiem Nowa Cena!,https://www.otodom.pl/pl/oferta/m4-na-widzewie-z-pieknym-widokiem-nowa-cena-ID4uua3,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",63.38,799000.0,7715.0,890.0,3.0,,wtórny
M3 Na Stokach Z Widokiem Na Zieleń,https://www.otodom.pl/pl/oferta/m3-na-stokach-z-widokiem-na-zielen-ID4uFAq,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",44.6,799000.0,6704.0,440.0,2.0,,wtórny
Nowa Cena! Rozkładowe M4 Na Stokach,https://www.otodom.pl/pl/oferta/nowa-cena-rozkladowe-m4-na-stokach-ID4tY7B,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",57.08,799000.0,5606.0,740.0,3.0,,wtórny
M3 Na Osiedlu Wielkopolska 15 Min Do Manufaktury!,https://www.otodom.pl/pl/oferta/m3-na-osiedlu-wielkopolska-15-min-do-manufaktury-ID4tN23,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",45.0,799000.0,6533.0,660.0,2.0,,wtórny
Atrakcyjny Apartament - Górna - taras 108 m2,https://www.otodom.pl/pl/oferta/atrakcyjny-apartament-gorna-taras-108-m2-ID4waAW,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",107.95,799000.0,10560.0,,4.0,,wtórny
Parter z balkonem wśród zieleni!,https://www.otodom.pl/pl/oferta/parter-z-balkonem-wsrod-zieleni-ID4wkjy,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",38.0,799000.0,10395.0,,2.0,,wtórny
Uniwersytet Medyczny! Kawalerka! Rabat!,https://www.otodom.pl/pl/oferta/uniwersytet-medyczny-kawalerka-rabat-ID4wpUw,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",33.9,799000.0,9808.0,10.0,1.0,,pierwotny
Uniwersytet Medyczny! 3 pokoje! Rabat!,https://www.otodom.pl/pl/oferta/uniwersytet-medyczny-3-pokoje-rabat-ID4wpUu,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",50.77,799000.0,9418.0,10.0,3.0,,pierwotny
Piotrkowska deptak! Rabat! Nowe 2 pokoje,https://www.otodom.pl/pl/oferta/piotrkowska-deptak-rabat-nowe-2-pokoje-ID4wpUt,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",43.03,799000.0,9379.0,10.0,2.0,,pierwotny
2 pokoje przy Politechnice! Bezpośrednio! Rabat,https://www.otodom.pl/pl/oferta/2-pokoje-przy-politechnice-bezposrednio-rabat-ID4wpUv,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",43.36,799000.0,9867.0,10.0,2.0,,pierwotny
Uniwersytet Medyczny! 2 pokoje! Rabat!,https://www.otodom.pl/pl/oferta/uniwersytet-medyczny-2-pokoje-rabat-ID4wpUx,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",43.67,799000.0,10042.0,10.0,2.0,,pierwotny
Piotrkowska deptak! Rabat! Nowe 3 pokoje,https://www.otodom.pl/pl/oferta/piotrkowska-deptak-rabat-nowe-3-pokoje-ID4wpUy,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",56.1,799000.0,9223.0,10.0,3.0,,pierwotny
2 pokoje przy Politechnice! Bezpośrednio! Rabat,https://www.otodom.pl/pl/oferta/2-pokoje-przy-politechnice-bezposrednio-rabat-ID4wpUs,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",39.49,799000.0,10705.0,10.0,2.0,,pierwotny
Nowe Centrum! Ec1! 2 pokoje! Rabat! Bezpośrednio,https://www.otodom.pl/pl/oferta/nowe-centrum-ec1-2-pokoje-rabat-bezposrednio-ID4wpUr,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",32.04,799000.0,11895.0,10.0,2.0,,pierwotny
2 pokoje przy Placu Wolności! Rabat! Bezpośrednio,https://www.otodom.pl/pl/oferta/2-pokoje-przy-placu-wolnosci-rabat-bezposrednio-ID4wpUq,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",33.0,799000.0,10257.0,10.0,2.0,,pierwotny
"Do zamieszkania M-3, Karolew, Retkinia, Polesie,",https://www.otodom.pl/hpr/pl/oferta/do-zamieszkania-m-3-karolew-retkinia-polesie-ID4wq1Q,"ul. Kosynierów Gdyńskich, Stare Chojny, Górna, Łódź, łódzkie",43.19,799000.0,9887.0,700.0,2.0,,wtórny
"2 pokoje, blok. DO WPROWADZENIA! Park na Zdrowiu!",https://www.otodom.pl/pl/oferta/2-pokoje-blok-do-wprowadzenia-park-na-zdrowiu-ID4wtSp,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",34.0,327000.0,9618.0,320.0,2.0,,wtórny
"### Apartament, SAUNA, basen, GARAŻ wykończony ###",https://www.otodom.pl/pl/oferta/apartament-sauna-basen-garaz-wykonczony-ID4wsfJ,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",42.5,327000.0,13153.0,244.0,2.0,,pierwotny
"Apartament na Osiedlu Sokołówka, Julianów",https://www.otodom.pl/pl/oferta/apartament-na-osiedlu-sokolowka-julianow-ID4wqoX,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",45.0,327000.0,12510.0,500.0,2.0,,wtórny
Nowe Centrum! Ec1! 3 pokoje! Rabat! Bezpośrednio,https://www.otodom.pl/pl/oferta/nowe-centrum-ec1-3-pokoje-rabat-bezposrednio-ID4wpUm,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",60.64,327000.0,10413.0,10.0,4.0,,pierwotny
Nowe Centrum! Ec1! 2 pokoje! Rabat! Bezpośrednio,https://www.otodom.pl/pl/oferta/nowe-centrum-ec1-2-pokoje-rabat-bezposrednio-ID4wpUp,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",43.54,327000.0,11271.0,10.0,2.0,,pierwotny
2 pokoje przy Placu Wolności! Rabat! Bezpośrednio,https://www.otodom.pl/pl/oferta/2-pokoje-przy-placu-wolnosci-rabat-bezposrednio-ID4wpUl,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",43.9,327000.0,9672.0,10.0,2.0,,pierwotny
Nowoczesne mieszkania w sercu Łodzi,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkania-w-sercu-lodzi-ID4wpTS,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",35.0,327000.0,9726.0,350.0,2.0,,pierwotny
2pok po remoncie przy Manu i Parku-3 strony świata,https://www.otodom.pl/pl/oferta/2pok-po-remoncie-przy-manu-i-parku-3-strony-swiata-ID4wpTM,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",47.33,327000.0,11388.0,550.0,2.0,,wtórny
"2poziomy, 3pokoje, Traugutta.",https://www.otodom.pl/pl/oferta/2poziomy-3pokoje-traugutta-ID4ufHC,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",72.8,327000.0,8516.0,500.0,3.0,,wtórny
"2pok, okolice Milionowej",https://www.otodom.pl/pl/oferta/2pok-okolice-milionowej-ID4uOaH,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",41.24,327000.0,11348.0,,2.0,,pierwotny
"Dwupokojowe, słoneczne mieszkanie",https://www.otodom.pl/pl/oferta/dwupokojowe-sloneczne-mieszkanie-ID4tfQK,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",37.48,327000.0,8738.0,540.0,2.0,,wtórny
"Do wprowadzenia, Bałuty, Franciszkańska, 47m2, 2p",https://www.otodom.pl/pl/oferta/do-wprowadzenia-baluty-franciszkanska-47m2-2p-ID4wpSN,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",47.13,327000.0,8381.0,800.0,2.0,,wtórny
"Dwupokojowe mieszkanie, Radogoszcz, ul. Sitowie",https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-radogoszcz-ul-sitowie-ID4wpSE,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",42.5,327000.0,8353.0,700.0,2.0,,wtórny
Piotrkowska | 89m2| Dwupak inwestycyjny,https://www.otodom.pl/pl/oferta/piotrkowska-89m2-dwupak-inwestycyjny-ID4wpRt,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",89.0,327000.0,6730.0,900.0,4.0,,wtórny
Kawalerka W Super Lokalizacji-Retkinia,https://www.otodom.pl/pl/oferta/kawalerka-w-super-lokalizacji-retkinia-ID4u0pM,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",30.94,327000.0,8177.0,500.0,1.0,,wtórny
InPark | mieszkanie 4-pok. | 30,https://www.otodom.pl/pl/oferta/inpark-mieszkanie-4-pok-30-ID4rNUS,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",,327000.0,,,,,
"Prestiżowa Kawalerka W ""Ilumino"" W Samym Centrum",https://www.otodom.pl/pl/oferta/prestizowa-kawalerka-w-ilumino-w-samym-centrum-ID4wbFt,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",33.0,327000.0,12091.0,300.0,1.0,,wtórny
M3 Na Teofilowie Po Generalnym Remoncie,https://www.otodom.pl/pl/oferta/m3-na-teofilowie-po-generalnym-remoncie-ID4tNty,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",38.0,327000.0,9211.0,600.0,2.0,,wtórny
Wyremontowane M4 Na Widzewie Wschodzie,https://www.otodom.pl/pl/oferta/wyremontowane-m4-na-widzewie-wschodzie-ID4urtB,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",60.0,327000.0,9167.0,0.0,3.0,,wtórny
M3 Z Balkonem Na Osiedlu Marysin Doły,https://www.otodom.pl/pl/oferta/m3-z-balkonem-na-osiedlu-marysin-doly-ID4sG2Z,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",38.14,327000.0,9701.0,0.0,2.0,,wtórny
M5 Po Generalnym Remoncie Na Stokach,https://www.otodom.pl/pl/oferta/m5-po-generalnym-remoncie-na-stokach-ID4t849,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",94.0,327000.0,8267.0,0.0,4.0,,wtórny
Apartament dla rodziny na Widzewie - 4 pok - 83m2,https://www.otodom.pl/pl/oferta/apartament-dla-rodziny-na-widzewie-4-pok-83m2-ID4uQUd,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",83.2,327000.0,9479.0,,4.0,,pierwotny
Rozkładowe M4 W Centrum Łodzi,https://www.otodom.pl/pl/oferta/rozkladowe-m4-w-centrum-lodzi-ID4woRV,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",59.0,327000.0,8136.0,0.0,3.0,,wtórny
Rozkładowe M3 Z Balkonem Na Zamkniętym Osiedlu,https://www.otodom.pl/pl/oferta/rozkladowe-m3-z-balkonem-na-zamknietym-osiedlu-ID4woEB,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",63.9,327000.0,10172.0,800.0,2.0,,wtórny
M3 Z Balkonem Blisko Parku Podolskiego,https://www.otodom.pl/pl/oferta/m3-z-balkonem-blisko-parku-podolskiego-ID4woRX,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",37.64,327000.0,8767.0,680.0,2.0,,wtórny
Rozkładowe M3 Na Teofilowie,https://www.otodom.pl/pl/oferta/rozkladowe-m3-na-teofilowie-ID4wmYN,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",45.0,327000.0,8778.0,600.0,2.0,,wtórny
Przytulne M4 Na Retkini,https://www.otodom.pl/pl/oferta/przytulne-m4-na-retkini-ID4uDLE,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",67.0,327000.0,7313.0,0.0,3.0,,wtórny
2-pokojowe M - wiosenne bonusowanie!,https://www.otodom.pl/pl/oferta/2-pokojowe-m-wiosenne-bonusowanie-ID4wpRN,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",44.18,327000.0,9169.0,,2.0,,pierwotny
"Mieszkanie, 61,36 m², Łódź",https://www.otodom.pl/pl/oferta/mieszkanie-61-36-m-lodz-ID4tn2F,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",61.36,327000.0,7008.0,600.0,2.0,,wtórny
3 Pokoje W Bezpośrednim Sąsiedztwie Parku,https://www.otodom.pl/pl/oferta/3-pokoje-w-bezposrednim-sasiedztwie-parku-ID4wdRX,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",46.29,327000.0,12508.0,680.0,3.0,,wtórny
Mieszkanie W Samym Centrum Łodzi,https://www.otodom.pl/pl/oferta/mieszkanie-w-samym-centrum-lodzi-ID4w00K,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",41.81,327000.0,9543.0,0.0,2.0,,wtórny
Rozkładowe 2 Pokoje Na Julianowie,https://www.otodom.pl/pl/oferta/rozkladowe-2-pokoje-na-julianowie-ID4tV0c,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",47.7,327000.0,6289.0,590.0,2.0,,wtórny
3 Pokoje W Apartamentowcu Na Dołach,https://www.otodom.pl/pl/oferta/3-pokoje-w-apartamentowcu-na-dolach-ID4uB2Y,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",74.78,327000.0,9829.0,0.0,3.0,,wtórny
Eleganckie Mieszkanie 3 Pokojowe/Zarzew,https://www.otodom.pl/pl/oferta/eleganckie-mieszkanie-3-pokojowe-zarzew-ID4prui,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",47.22,327000.0,9996.0,550.0,3.0,,wtórny
Mieszkanie 33m2 z widokiem na panoramę miasta,https://www.otodom.pl/pl/oferta/mieszkanie-33m2-z-widokiem-na-panorame-miasta-ID4uQXy,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",33.33,327000.0,7981.0,850.0,1.0,,wtórny
"Mieszkanie, 27,44 m², Łódź",https://www.otodom.pl/pl/oferta/mieszkanie-27-44-m-lodz-ID4uIvx,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",27.44,327000.0,9840.0,250.0,1.0,,wtórny
Dwa Pokoje Na Parterze - Lumumbowo/Bałuty,https://www.otodom.pl/pl/oferta/dwa-pokoje-na-parterze-lumumbowo-baluty-ID4uMbD,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",52.0,327000.0,7096.0,790.0,2.0,,wtórny
Gotowe 2 Pokoje Na Teofilowie,https://www.otodom.pl/pl/oferta/gotowe-2-pokoje-na-teofilowie-ID4wamV,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",45.1,327000.0,8847.0,600.0,2.0,,wtórny
"Dwa / Trzy Pokoje , Cegła, Balkon Bałuty/Doły",https://www.otodom.pl/pl/oferta/dwa-trzy-pokoje-cegla-balkon-baluty-doly-ID4upVd,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",50.7,327000.0,6686.0,600.0,3.0,,wtórny
Nowe Centrum! Ec1! 3 pokoje! Rabat! Bezpośrednio,https://www.otodom.pl/hpr/pl/oferta/nowe-centrum-ec1-3-pokoje-rabat-bezposrednio-ID4wpUm,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",60.64,327000.0,10413.0,10.0,4.0,,pierwotny
"Mieszkanie, 32 m², Łódź",https://www.otodom.pl/pl/oferta/mieszkanie-32-m-lodz-ID4wuHU,"ul. Radwańska, Politechniczna, Polesie, Łódź, łódzkie",32.0,270000.0,8438.0,580.0,1.0,,wtórny
1-pokojowe mieszkanie 27m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-balkon-bezposrednio-ID4uhR8,"ul. Radwańska, Politechniczna, Polesie, Łódź, łódzkie",,270000.0,,,,,
Bezpośrednio 65m2 4 pokoje Lipowa 7% zwrotu,https://www.otodom.pl/pl/oferta/bezposrednio-65m2-4-pokoje-lipowa-7-zwrotu-ID4wltj,"ul. Radwańska, Politechniczna, Polesie, Łódź, łódzkie",65.0,270000.0,7846.0,,4.0,,wtórny
Apartament Do Wprowadzenia -2024R/Marysin,https://www.otodom.pl/pl/oferta/apartament-do-wprowadzenia-2024r-marysin-ID4tPJ7,"ul. Radwańska, Politechniczna, Polesie, Łódź, łódzkie",65.65,270000.0,11577.0,660.0,3.0,,wtórny
⭐PROMOCJA! Nowe 3 pokoje - Park na Zdrowiu⭐,https://www.otodom.pl/pl/oferta/promocja-nowe-3-pokoje-park-na-zdrowiu-ID4wpRa,"ul. Radwańska, Politechniczna, Polesie, Łódź, łódzkie",60.65,270000.0,8500.0,,3.0,,pierwotny
Kameralna inwestycja - prestiżowa lokalizacja!,https://www.otodom.pl/pl/oferta/kameralna-inwestycja-prestizowa-lokalizacja-ID4wcNT,"ul. Radwańska, Politechniczna, Polesie, Łódź, łódzkie",31.38,270000.0,13000.0,400.0,1.0,,wtórny
⭐PROMOCJA! Nowe 2 pokoje - Park na Zdrowiu⭐,https://www.otodom.pl/pl/oferta/promocja-nowe-2-pokoje-park-na-zdrowiu-ID4wpR0,"ul. Radwańska, Politechniczna, Polesie, Łódź, łódzkie",49.01,270000.0,8900.0,,2.0,,pierwotny
⭐PROMOCJA! Nowe 2 pokoje - Park na Zdrowiu⭐,https://www.otodom.pl/pl/oferta/promocja-nowe-2-pokoje-park-na-zdrowiu-ID4wpQJ,"ul. Radwańska, Politechniczna, Polesie, Łódź, łódzkie",47.02,270000.0,8600.0,,2.0,,pierwotny
Nowe 3 pokoje + GARAŻ/KOMÓRKA + Obok Piotrkowskiej,https://www.otodom.pl/pl/oferta/nowe-3-pokoje-garaz-komorka-obok-piotrkowskiej-ID4wpQc,"ul. Radwańska, Politechniczna, Polesie, Łódź, łódzkie",55.0,270000.0,8473.0,,3.0,,pierwotny
⭐Gotowe 2 pokoje + Klucze na JUŻ + Dni OTWARTE⭐,https://www.otodom.pl/pl/oferta/gotowe-2-pokoje-klucze-na-juz-dni-otwarte-ID4wpP9,"ul. Radwańska, Politechniczna, Polesie, Łódź, łódzkie",38.0,270000.0,9850.0,,2.0,,pierwotny
Mieszkanie 2-pokoje Widzew ul.Bartoka,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-widzew-ul-bartoka-ID4wpO6,"ul. Radwańska, Politechniczna, Polesie, Łódź, łódzkie",31.0,270000.0,11129.0,,2.0,,wtórny
Baluty sloneczne 4 pokojowe z bajecznym widokiem,https://www.otodom.pl/pl/oferta/baluty-sloneczne-4-pokojowe-z-bajecznym-widokiem-ID4wpOJ,"ul. Radwańska, Politechniczna, Polesie, Łódź, łódzkie",81.0,270000.0,7395.0,1000.0,4.0,,wtórny
Kawalerka obok Umedu + DNI OTWARTE I BONUSY ! HIT,https://www.otodom.pl/pl/oferta/kawalerka-obok-umedu-dni-otwarte-i-bonusy-hit-ID4wpOR,"ul. Radwańska, Politechniczna, Polesie, Łódź, łódzkie",26.0,270000.0,10038.0,,1.0,,pierwotny
